ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении,Поступил
Меркушев Радим Аггеевич,М,2024,очно-заочная,Химия,"ст. Юрьев-Польский, ул. ш. Камское, д. 3, кв. 72",+75437882603,66.0,,41.7,,,,66.9,59.1,55.900000000000006,60.4,False
Ширяева Александра Аполлоновна,Ж,2024,очно-заочная,Медицинская биохимия,"к. Агата, ул. пр. Новостройка, д. 48, кв. 70",+75910157090,76.8,61.5,,,60.7,,56.9,,59.699999999999996,65.8,True
Устинова Лукия Андрониковна,Ж,2024,очная,Прикладная математика,"п. Каневская, ул. ш. Чкалова, д. 53, кв. 54",85991449207,74.2,73.0,,,82.3,,,52.5,69.26666666666667,69.3,True
Ковалев Онуфрий Еремеевич,М,2024,очно-заочная,Биология,"к. Волоколамск, ул. бул. Революции, д. 5/1, кв. 130",+79269996996,72.3,,,57.2,,,78.5,79.1,71.6,70.6,True
Рыбакова Регина Терентиевна,Ж,2024,очная,Экономика,"ст. Новый Оскол, ул. ш. Высотное, д. 44, кв. 187",+78997184285,76.6,58.4,,,,65.2,63.0,,62.199999999999996,68.6,True
Гришина Виктория Фоковна,Ж,2024,заочная,Биология,"с. Юровск, ул. алл. Ворошилова, д. 1, кв. 116",86932591408,89.1,65.6,,,67.6,78.2,,,70.46666666666665,77.9,True
Стрелков Игорь Аскольдович,М,2024,очная,Медицинская биохимия,"п. Невинномысск, ул. ш. Рабочее, д. 3, кв. 250",+79932312342,82.1,68.1,,60.1,,,53.0,,60.4,69.6,True
Зиновьев Анатолий Вячеславович,М,2024,очная,Экономика,"д. Курчатов, ул. пр. Октябрьский, д. 79, кв. 207",86980690872,74.9,,53.7,,50.2,81.4,,,61.76666666666667,64.8,True
Лапина Пелагея Адамовна,Ж,2024,заочная,История,"к. Муром, ул. алл. Энергетиков, д. 676, кв. 12",81760723483,81.7,,67.2,,,,57.4,51.7,58.76666666666667,68.8,False
Буров Савва Янович,М,2025,очно-заочная,Информатика и вычислительная техника,"с. Гремячинск (Бурят.), ул. ш. Проезжее, д. 609, кв. 71",89359538280,87.0,58.1,53.9,65.4,,,,,59.13333333333333,67.7,True
Николаев Аникита Владиславович,М,2025,заочная,Физика,"д. Тикси, ул. пр. Сахалинский, д. 5, кв. 190",+70561299650,84.1,,,53.5,48.7,,,69.7,57.300000000000004,64.7,False
Захаров Агафон Антипович,М,2025,очная,Прикладная математика,"клх Октябрьское (Хант.), ул. пер. Блюхера, д. 8/9, кв. 157",82695826418,79.0,,,68.5,71.5,57.6,,,65.86666666666666,72.5,False
Бирюков Леон Валериевич,М,2025,очная,Химия,"с. Амурск, ул. пр. Загородный, д. 1/7, кв. 150",89656130876,74.7,,,57.1,,47.3,63.1,,55.833333333333336,61.6,False
Костина Оксана Даниловна,Ж,2025,очная,Медицинская биохимия,"г. Кудымкар, ул. пер. Щетинкина, д. 410, кв. 205",+72385951434,82.8,,,,,70.3,73.3,65.9,69.83333333333333,75.0,True
Голубев Харлампий Вацлавович,М,2025,очная,Физика,"ст. Северобайкальск, ул. ул. Луначарского, д. 8/6, кв. 108",88239484002,81.0,,72.0,,,55.7,,78.4,68.7,71.7,True
Чернов Викентий Чеславович,М,2025,очная,Информатика и вычислительная техника,"клх Мурманск, ул. ул. Титова, д. 788, кв. 242",83008696610,84.0,,67.4,70.2,57.9,,,,65.16666666666667,72.1,True
Поляков Яков Арсениевич,М,2025,заочная,Физика,"клх Владикавказ, ул. пр. Победа, д. 5, кв. 145",+76831139500,82.4,51.8,,,,61.6,82.1,,65.16666666666667,72.8,True
Котов Егор Мартынович,М,2025,очная,Биология,"п. Листвянка (Иркут.), ул. бул. Портовый, д. 7, кв. 148",+76809414915,84.9,,,,56.9,73.4,,54.4,61.56666666666667,69.0,False
Большаков Олег Виссарионович,М,2025,очно-заочная,Биология,"г. Лабинск, ул. наб. Северная, д. 7, кв. 105",+77628397620,75.4,,77.0,,,64.3,,85.2,75.5,76.1,True
Некрасов Фирс Всеславович,М,2025,заочная,Информатика и вычислительная техника,"с. Нерчинск, ул. наб. Трудовая, д. 34, кв. 204",83440777946,86.5,,,52.3,,70.9,,70.5,64.56666666666666,71.0,True
Дьячков Любим Ермилович,М,2025,заочная,Биология,"г. Соликамск, ул. ш. Славянское, д. 8, кв. 32",+70726629250,79.8,,62.9,,,,71.4,63.5,65.93333333333334,71.3,False
Капустина Алина Дементиевна,Ж,2025,заочная,Информатика и вычислительная техника,"г. Гудермес, ул. наб. Весенняя, д. 68, кв. 224",81776029914,91.1,,,69.6,,44.6,45.9,,53.36666666666667,65.9,False
Голубев Марк Виссарионович,М,2025,очная,Экономика,"с. Змеиногорск, ул. ш. Достоевского, д. 9, кв. 203",+76884133373,74.5,,,60.8,,,77.0,68.9,68.9,69.7,True
Баранов Кир Павелович,М,2025,очная,Информатика и вычислительная техника,"клх Приозерск, ул. ш. Ленское, д. 4, кв. 195",+72552356178,89.0,56.2,,82.5,,,,71.5,70.06666666666666,75.9,True
Игнатова Глафира Моисеевна,Ж,2025,заочная,История,"ст. Устюжна, ул. ш. Интернациональное, д. 4/6, кв. 132",+77032119206,79.8,53.6,64.2,,,61.3,,,59.70000000000001,65.5,False
Сергеев Фадей Порфириевич,М,2025,очная,Биология,"п. Ангарск, ул. бул. Промышленный, д. 812, кв. 141",+73638527789,74.7,45.5,,,59.4,54.7,,,53.20000000000001,62.3,False
Стрелков Илья Фомович,М,2025,очно-заочная,Химия,"д. Нальчик, ул. ул. Снежная, д. 648, кв. 38",86133718444,75.7,,68.1,59.4,,49.7,,,59.06666666666666,64.5,False
Кузьмина Алина Варлаамовна,Ж,2025,очно-заочная,История,"с. Нижнеудинск, ул. пер. Достоевского, д. 1/4, кв. 100",80295026480,76.7,,77.0,,,,67.0,66.9,70.3,71.5,True
Мельников Юлий Глебович,М,2025,очная,Экономика,"с. Домодедово, ул. ул. Каштановая, д. 4/5, кв. 78",+76440373416,81.1,,,,62.2,72.5,,69.5,68.06666666666666,72.4,True
Бобылев Аггей Севастьянович,М,2025,заочная,Медицинская биохимия,"п. Яр-Сале, ул. пер. Отрадный, д. 9/7, кв. 192",88127782210,81.7,,55.4,,,66.3,,64.4,62.03333333333333,68.2,True
Иванов Болеслав Аверьянович,М,2025,очная,Прикладная математика,"п. Воронеж, ул. пер. Мостовой, д. 43, кв. 95",+71798213486,75.2,,82.8,,61.7,,80.5,,75.0,76.0,True
Гущин Денис Брониславович,М,2025,очная,Информатика и вычислительная техника,"клх Раменское, ул. ул. Беляева, д. 273, кв. 227",+79857973638,78.5,,64.0,,59.2,66.7,,,63.300000000000004,70.5,True
Белозеров Христофор Кондратиевич,М,2025,очная,Биология,"к. Лагань, ул. ш. 70 лет Октября, д. 8/7, кв. 45",+71828560539,91.5,,69.1,,,63.9,,49.1,60.699999999999996,71.2,False
Шубина Наина Савелиевна,Ж,2025,заочная,История,"п. Осташков, ул. алл. Ветеранов, д. 9/6, кв. 179",80798661770,89.0,58.3,,76.3,,,,66.5,67.03333333333333,76.2,True
Ершов Владлен Гаврилович,М,2025,очно-заочная,Экономика,"д. Эльбрус, ул. пер. Восьмого Марта, д. 5/8, кв. 248",87368205068,81.2,,42.0,,90.2,,76.1,,69.43333333333332,73.8,True
Галкина Ираида Радимовна,Ж,2025,очная,Экономика,"д. Кущевская, ул. бул. Лунный, д. 94, кв. 183",+71223552165,78.8,,,68.7,54.0,,,71.6,64.76666666666667,68.3,True
Журавлев Остап Демидович,М,2025,заочная,Физика,"п. Черусти, ул. наб. Окружная, д. 8/5, кв. 225",+75871469218,79.3,,,59.4,72.0,69.9,,,67.10000000000001,72.1,True
Шубин Юлиан Андреевич,М,2025,заочная,Экономика,"ст. Колпашево, ул. пр. 30 лет Победы, д. 7/9, кв. 122",+71925967908,82.3,,,63.7,62.9,60.3,,,62.29999999999999,69.4,True
Королева Фёкла Сигизмундовна,Ж,2025,очно-заочная,История,"г. Кунгур, ул. ш. Кавказское, д. 876, кв. 91",88436998480,72.5,,,,47.9,,70.0,68.6,62.166666666666664,66.4,False
Селиверстов Юлий Брониславович,М,2025,заочная,История,"к. Шарья, ул. пр. 60 лет Октября, д. 24, кв. 20",+72050938694,77.1,72.3,,78.9,,,76.0,,75.73333333333333,77.8,True
Шестаков Ладислав Панкратович,М,2025,заочная,Физика,"ст. Соликамск, ул. ш. Портовое, д. 10, кв. 202",84249598811,68.6,,73.6,,56.9,,,57.3,62.6,64.5,False
Наумова Агата Измаиловна,Ж,2025,заочная,Химия,"клх Баргузин, ул. пер. Литейный, д. 765, кв. 92",+75788707152,81.0,61.3,78.1,,,,,56.3,65.23333333333333,72.4,True
Ковалев Евдоким Тарасович,М,2025,очно-заочная,Прикладная математика,"п. Любань, ул. бул. Механический, д. 4, кв. 135",+78676738209,82.5,78.8,80.8,,68.5,,,,76.03333333333333,79.3,True
Орехов Валентин Митофанович,М,2025,очная,Химия,"клх Ребриха, ул. наб. Высоковольтная, д. 3, кв. 234",84619177987,75.7,61.3,,63.6,65.2,,,,63.366666666666674,67.6,False
Селезнева София Ефимовна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"ст. Гудермес, ул. пр. Парижской Коммуны, д. 500, кв. 120",88299687225,88.0,,63.1,73.4,,59.9,,,65.46666666666667,73.8,True
Мамонтова Октябрина Ярославовна,Ж,2025,очная,Медицинская биохимия,"ст. Холмогоры, ул. бул. Крестьянский, д. 503, кв. 150",89370858062,71.2,,,,71.0,,62.2,78.5,70.56666666666666,70.1,True
Егорова Евфросиния Аполлинариевна,Ж,2025,заочная,Информатика и вычислительная техника,"ст. Раменское, ул. ул. Крестьянская, д. 6/2, кв. 23",+75040566957,69.8,66.6,,40.2,,,,55.6,54.13333333333333,61.6,False
Макаров Евлампий Геннадиевич,М,2025,заочная,Физика,"клх Мончегорск, ул. пер. Рыбацкий, д. 5/7, кв. 110",80012482554,79.9,,,67.1,,68.6,,69.5,68.39999999999999,73.1,True
Чернова Олимпиада Демьяновна,Ж,2025,очная,Биология,"к. Мелеуз, ул. пр. Рылеева, д. 2/9, кв. 165",+72867963259,84.9,49.1,,,,66.9,,48.1,54.699999999999996,63.4,False
Агафонов Гордей Аникеевич,М,2025,очно-заочная,Биология,"д. Суздаль, ул. бул. Советский, д. 8, кв. 188",+72328946338,88.7,80.3,,76.4,,,51.1,,69.26666666666667,75.4,True
Юдин Аполлинарий Михаилович,М,2025,очно-заочная,Биология,"с. Орел, ул. пер. Братский, д. 652, кв. 104",81562415285,75.8,55.4,,75.8,,,,53.8,61.666666666666664,67.1,False
Никитина Ия Платоновна,Ж,2025,очно-заочная,Биология,"д. Черский, ул. наб. Северная, д. 442, кв. 178",82562926933,85.1,,57.4,,68.3,68.1,,,64.6,70.0,False
Миронова Зоя Якововна,Ж,2025,очная,Химия,"г. Ирбит, ул. пер. Производственный, д. 7/5, кв. 219",88951381865,78.4,56.5,,40.1,,,45.9,,47.5,56.4,False
Соловьев Радован Василиевич,М,2025,заочная,Медицинская биохимия,"к. Лабинск, ул. ш. Мусы Джалиля, д. 99, кв. 109",80784685095,77.6,,62.3,,55.9,,69.4,,62.53333333333333,67.6,True
Стрелков Антонин Тимофеевич,М,2025,заочная,Информатика и вычислительная техника,"п. Бомнак, ул. наб. Горная, д. 2, кв. 56",84430349189,83.9,76.9,,,60.7,,,76.0,71.2,75.0,True
Яковлева Дарья Алексеевна,Ж,2025,заочная,Информатика и вычислительная техника,"д. Осташков, ул. пр. Спортивный, д. 8, кв. 79",+71797203859,82.5,56.4,,,75.2,65.1,,,65.56666666666666,71.2,True
Копылова Пелагея Викторовна,Ж,2025,очная,Экономика,"ст. Корсаков, ул. алл. Революционная, д. 8, кв. 188",+74015364154,69.1,63.4,,74.7,70.8,,,,69.63333333333333,68.5,True
Самсонова Анжела Измаиловна,Ж,2025,заочная,Физика,"п. Кудымкар, ул. пр. Горького, д. 3, кв. 1",81553132593,87.5,44.4,58.3,,59.2,,,,53.96666666666666,64.4,False
Капустин Прокл Фокович,М,2025,заочная,Физика,"к. Шерегеш, ул. наб. Детская, д. 402, кв. 201",87813675009,86.9,63.0,,,,77.3,,74.5,71.60000000000001,77.7,True
Гаврилова Лидия Евстафиевна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"клх Кингисепп, ул. ш. 70 лет Октября, д. 786, кв. 80",+72141052769,74.8,,60.5,,80.8,65.8,,,69.03333333333335,71.1,True
Данилова Лидия Венедиктовна,Ж,2025,заочная,Биология,"с. Махачкала, ул. ул. Одесская, д. 235, кв. 130",81987809270,81.0,70.3,,,,,66.7,77.8,71.60000000000001,73.7,False
Данилов Любосмысл Валерьянович,М,2025,очно-заочная,Химия,"г. Диксон, ул. наб. Королева, д. 74, кв. 198",+75238885622,81.6,,,49.8,,,53.7,51.3,51.6,61.4,False
Зиновьев Изот Остромирович,М,2025,очная,Химия,"д. Быково (метеост.), ул. наб. Союзная, д. 3, кв. 178",88660598678,80.2,,,75.0,,,80.5,88.2,81.23333333333333,81.2,True
Мельникова Евпраксия Ефимовна,Ж,2025,очно-заочная,Химия,"с. Усть-Джегута, ул. пер. Чернышевского, д. 1, кв. 208",84422758548,75.3,,,77.8,77.6,,56.8,,70.73333333333333,70.6,False
Воронов Афанасий Фотиевич,М,2025,заочная,Медицинская биохимия,"клх Буденновск, ул. алл. Менделеева, д. 6, кв. 207",89655942824,74.6,,52.5,,66.5,,74.6,,64.53333333333333,66.6,False
Зайцев Святослав Поликарпович,М,2025,заочная,Медицинская биохимия,"с. Сковородино, ул. наб. Водопроводная, д. 48, кв. 242",81165020002,78.4,,73.7,,64.5,70.6,,,69.6,71.0,True
Рябов Галактион Юлианович,М,2025,очно-заочная,История,"д. Кетченеры, ул. наб. Социалистическая, д. 903, кв. 17",+75393132155,85.6,,74.8,82.3,,75.8,,,77.63333333333333,81.7,True
Борисова Оксана Никаноровна,Ж,2025,заочная,Экономика,"ст. Орехово-Зуево, ул. алл. Большевистская, д. 39, кв. 80",+73055708368,81.9,65.6,,,72.0,,,70.7,69.43333333333334,74.8,True
Кузьмина Маргарита Ратмировна,Ж,2025,очно-заочная,Химия,"г. Шилка, ул. наб. Надежды, д. 20, кв. 45",+71444889669,76.4,49.8,79.8,75.6,,,,,68.39999999999999,72.2,True
Евдокимова Евдокия Мироновна,Ж,2025,заочная,Биология,"д. Можайск, ул. алл. Дорожников, д. 24, кв. 23",87273677462,83.2,,,54.1,,,70.2,53.8,59.366666666666674,68.6,False
Медведева Ираида Марковна,Ж,2025,очно-заочная,Экономика,"клх Петушки, ул. ул. Курортная, д. 61, кв. 226",+72582543183,61.5,,,51.0,,,66.8,64.4,60.73333333333333,61.7,True
Морозова Василиса Филаретовна,Ж,2025,очно-заочная,Химия,"к. Каменск-Уральский, ул. ш. Трактовое, д. 153, кв. 49",+78123123920,85.5,,,67.0,,75.7,,63.9,68.86666666666666,74.6,True
Матвеева Анастасия Всемиловна,Ж,2025,очная,Медицинская биохимия,"ст. Меренга, ул. наб. Комсомольская, д. 8/9, кв. 23",+79106018364,68.2,,,64.5,60.4,,66.6,,63.833333333333336,65.9,False
Красильников Венедикт Рубенович,М,2025,очно-заочная,Прикладная математика,"г. Югорск, ул. бул. Макаренко, д. 9, кв. 78",82387508276,76.4,72.4,,,63.3,,,62.6,66.1,67.9,False
Гаврилов Ратмир Данилович,М,2025,очно-заочная,Информатика и вычислительная техника,"к. Середниково, ул. пр. Космодемьянской, д. 64, кв. 227",81722577545,71.9,81.6,54.6,,,,,77.5,71.23333333333333,72.0,True
Поляков Мефодий Лаврович,М,2025,очная,История,"г. Усть-Ордынский, ул. бул. Воронежский, д. 526, кв. 88",84726290529,70.8,57.6,,,,,57.9,49.0,54.833333333333336,61.5,False
Яковлева Элеонора Юлиевна,Ж,2025,заочная,Химия,"г. Пушкино (Моск.), ул. наб. Нижняя, д. 206, кв. 235",+78768316082,85.6,,69.2,,47.9,54.3,,,57.133333333333326,67.1,False
Игнатьева Глафира Фадеевна,Ж,2025,очно-заочная,Химия,"клх Оленек, ул. бул. Студенческий, д. 308, кв. 41",81721733739,75.8,,59.1,,72.6,,,75.6,69.1,70.9,False
Беляев Иван Остапович,М,2025,очная,Прикладная математика,"п. Горячинск, ул. пр. Малый, д. 9/3, кв. 39",82052229993,80.7,,63.7,,66.8,76.7,,,69.06666666666666,72.2,False
Емельянова Регина Ермолаевна,Ж,2025,очная,Экономика,"клх Тамбов, ул. наб. Короленко, д. 76, кв. 245",82165914388,78.3,,,,57.6,71.7,,55.1,61.46666666666667,67.9,True
Мухина Феврония Романовна,Ж,2025,очно-заочная,Прикладная математика,"г. Тура, ул. алл. Поперечная, д. 2/1, кв. 3",+73255398358,81.5,,61.5,59.7,,,62.3,,61.166666666666664,69.1,False
Попова Ирина Пахомовна,Ж,2025,заочная,История,"д. Кириши, ул. алл. Есенина, д. 3/3, кв. 142",+74617773264,79.1,68.7,,,68.2,,63.3,,66.73333333333333,72.5,True
Крылова Зинаида Макаровна,Ж,2025,очная,Химия,"г. Каневская, ул. алл. Краснофлотская, д. 507, кв. 144",+70954497912,70.9,,58.6,,76.4,,55.5,,63.5,65.5,False
Савина Нина Ефремовна,Ж,2025,очно-заочная,История,"д. Сыктывкар, ул. бул. Раздольный, д. 4, кв. 143",89970292712,84.6,,76.8,,,90.0,,72.7,79.83333333333333,82.6,True
Блохин Харлампий Геннадиевич,М,2025,очная,Химия,"г. Долинск, ул. пер. Котовского, д. 345, кв. 231",+75397871375,75.6,75.3,,52.2,,73.5,,,67.0,70.3,False
Самсонова Ульяна Аверкиевна,Ж,2025,заочная,Химия,"к. Тобольск, ул. ш. Солнечное, д. 78, кв. 5",+79883220125,69.3,,,59.2,69.2,68.9,,,65.76666666666667,68.5,False
Соловьева Наина Андроновна,Ж,2025,очно-заочная,Химия,"г. Луховицы, ул. пер. Кооперативный, д. 52, кв. 4",80832004879,76.0,76.5,53.3,,,69.0,,,66.26666666666667,69.8,False
Гурьева Олимпиада Силантиевна,Ж,2025,очно-заочная,Биология,"ст. Новороссийск, ул. ш. Чкалова, д. 5/8, кв. 245",88889753585,87.6,64.5,,69.1,,69.6,,,67.73333333333333,74.8,True
Родионова Александра Тарасовна,Ж,2025,заочная,Физика,"клх Шереметьево, ул. наб. Дачная, д. 941, кв. 249",+73860030443,83.7,61.4,,,75.8,66.6,,,67.93333333333332,73.8,True
Архипова Марфа Валерьяновна,Ж,2025,заочная,Биология,"с. Павловский Посад, ул. бул. Большевистский, д. 20, кв. 231",81995171523,76.5,44.3,,83.4,,,59.5,,62.4,68.3,False
Горшков Радислав Иларионович,М,2025,очная,Информатика и вычислительная техника,"к. Ямбург, ул. ш. 40 лет Октября, д. 3/4, кв. 132",81029295014,76.5,73.7,,,,62.7,74.9,,70.43333333333334,74.4,True
Наумова Анжелика Агаповна,Ж,2025,очно-заочная,Медицинская биохимия,"д. Тикси, ул. пер. Азина, д. 6/7, кв. 179",+77483093096,76.7,,68.0,71.7,66.4,,,,68.7,69.8,True
Селиверстов Орест Ерофеевич,М,2025,очная,История,"г. Карачаевск, ул. пр. Интернациональный, д. 3/3, кв. 216",81397191260,91.1,82.1,75.9,,,,,65.5,74.5,78.5,True
Ефимов Влас Лаврович,М,2025,очно-заочная,Физика,"г. Внуково (метеост.), ул. ш. Каштановое, д. 1/5, кв. 124",+72132176720,80.9,,,79.7,,53.9,,64.4,66.0,73.0,True
Юдин Изяслав Будимирович,М,2025,очная,Информатика и вычислительная техника,"клх Северо-Курильск, ул. ул. Пионерская, д. 18, кв. 54",+79111661220,81.2,,71.7,51.3,,61.9,,,61.63333333333333,68.6,True
Архипов Аггей Левович,М,2025,очно-заочная,Экономика,"г. Красноуральск, ул. ш. Энергетиков, д. 38, кв. 244",+79072587339,84.8,,,,57.6,,69.5,61.3,62.79999999999999,71.0,True
Крюкова Галина Родионовна,Ж,2025,заочная,Химия,"к. Бугульма, ул. пер. Индустриальный, д. 8, кв. 208",+70493665380,80.0,71.0,,,57.4,,,80.4,69.60000000000001,73.2,True
Дементьев Филимон Фортунатович,М,2025,очная,Химия,"к. Кировск (Мурм.), ул. наб. Гончарова, д. 48, кв. 151",+77481242114,77.0,78.0,,,74.6,,62.0,,71.53333333333333,71.8,True
Турова Алевтина Радовановна,Ж,2025,очно-заочная,Медицинская биохимия,"г. Поронайск, ул. пр. Рыбацкий, д. 495, кв. 33",+78682509522,77.4,,57.2,,83.9,69.9,,,70.33333333333334,73.9,True
Мамонтов Ростислав Всеславович,М,2025,очно-заочная,Медицинская биохимия,"с. Алапаевск, ул. ш. Ореховое, д. 9/7, кв. 214",84620935561,78.2,,,56.8,,70.4,59.0,,62.06666666666666,68.7,True
Герасимов Онуфрий Моисеевич,М,2025,очная,Медицинская биохимия,"с. Дудинка, ул. пер. Ольховый, д. 9, кв. 170",+73995297013,78.4,66.4,,57.7,,,61.6,,61.900000000000006,66.9,True
Крюкова Октябрина Августовна,Ж,2025,заочная,Информатика и вычислительная техника,"ст. Ершов, ул. пер. Тракторный, д. 418, кв. 40",81243658585,83.0,,86.0,51.1,,58.7,,,65.26666666666667,70.7,True
Блинов Аскольд Марианович,М,2025,заочная,Биология,"к. Карталы, ул. ул. Николаева, д. 7, кв. 138",84230412027,78.9,,,70.2,,,58.6,66.6,65.13333333333334,71.3,False
Морозова Светлана Лавровна,Ж,2025,очная,История,"клх Ребриха, ул. пр. Специалистов, д. 9/1, кв. 157",+76159273874,83.0,,,,62.4,64.0,76.7,,67.7,71.3,True
Ситникова Наталья Касьяновна,Ж,2025,очная,Биология,"к. Муравленко, ул. ш. Новосельское, д. 5/5, кв. 148",+72990716690,78.1,,,78.7,75.5,74.2,,,76.13333333333333,78.3,True
Потапова Эмилия Фирсовна,Ж,2025,очно-заочная,Экономика,"ст. Цимлянск, ул. пр. Герцена, д. 41, кв. 92",83224815542,79.1,60.7,58.9,61.1,,,,,60.23333333333333,65.9,True
Устинов Емельян Болеславович,М,2025,очно-заочная,История,"г. Сосногорск, ул. наб. Чайковского, д. 3, кв. 237",+73403010956,66.6,,,,48.2,,72.4,67.2,62.6,64.4,False
Бобылева Юлия Марковна,Ж,2025,заочная,Химия,"к. Углегорск, ул. бул. Л.Толстого, д. 2, кв. 248",89756491579,84.1,,,62.0,,,71.3,65.9,66.4,74.3,True
Копылова Анастасия Михаиловна,Ж,2025,заочная,Физика,"клх Люберцы, ул. пер. 50 лет Победы, д. 86, кв. 83",85462347124,80.7,,82.6,,65.8,,,76.9,75.1,77.8,True
Макарова Алла Несторовна,Ж,2025,заочная,Физика,"ст. Геленджик, ул. ш. 8-е Марта, д. 5/6, кв. 58",86010801810,84.6,,81.4,72.4,60.2,,,,71.33333333333333,75.6,True
Абрамов Михей Янович,М,2025,очная,Химия,"д. Плесецк, ул. наб. Карла Маркса, д. 556, кв. 228",+70683176417,61.2,59.1,,,,79.8,63.0,,67.3,65.9,False
Громов Андрон Михеевич,М,2025,очная,Прикладная математика,"д. Печенга, ул. пр. Войкова, д. 10, кв. 145",+76808081571,91.1,60.7,,,73.0,,,75.7,69.8,76.6,True
Юдин Демид Федотович,М,2025,очная,Экономика,"к. Темрюк, ул. ш. Воронежское, д. 416, кв. 215",+79015071380,77.8,,42.6,,68.0,,57.5,,56.03333333333333,62.8,True
Шилова Ангелина Елизаровна,Ж,2025,заочная,Физика,"г. Мценск, ул. пер. Шишкина, д. 52, кв. 38",87130735104,85.2,,,81.8,64.3,,,55.9,67.33333333333333,75.6,True
Миронов Всеслав Изяславович,М,2025,заочная,Химия,"д. Лазаревское, ул. ш. Рыбацкое, д. 3, кв. 123",88474362130,72.4,,,40.3,,65.5,74.1,,59.96666666666666,65.3,False
Андреев Тимур Самсонович,М,2025,заочная,Физика,"с. Усть-Калманка, ул. ул. Краснопартизанская, д. 1/2, кв. 206",+79625885766,82.3,,,67.6,,57.3,65.7,,63.53333333333333,70.7,True
Уварова Фаина Епифановна,Ж,2025,заочная,История,"к. Алапаевск, ул. ш. Одесское, д. 94, кв. 2",84703180533,72.3,,84.4,72.8,,,,58.5,71.89999999999999,71.5,True
Маркова Елена Миловановна,Ж,2025,очная,Прикладная математика,"ст. Нальчик, ул. ш. Новосельское, д. 4/6, кв. 204",86274666215,74.9,77.4,,,54.7,,74.2,,68.76666666666667,69.1,False
Овчинников Карл Панфилович,М,2025,очно-заочная,Биология,"с. Ступино, ул. ул. Новоселов, д. 5, кв. 70",81832700046,90.1,,75.7,,,65.4,55.7,,65.60000000000001,72.3,False
Зайцева Ирина Арсениевна,Ж,2025,очная,История,"г. Нефтегорск (Самар.), ул. алл. Сенная, д. 1/7, кв. 125",86145901107,77.5,,48.8,,66.8,,,63.9,59.833333333333336,66.2,False
Коновалов Мокей Радиславович,М,2025,очно-заочная,Биология,"клх Печенга, ул. бул. Придорожный, д. 3/1, кв. 162",87714004938,79.9,,,76.1,,40.0,60.5,,58.86666666666667,67.3,False
Овчинникова Пелагея Степановна,Ж,2025,очно-заочная,Химия,"клх Каргасок, ул. пр. Горького, д. 319, кв. 182",81949053152,83.8,42.1,,,52.2,73.2,,,55.833333333333336,65.8,False
Воронов Виталий Твердиславович,М,2025,очная,Медицинская биохимия,"с. Саянск, ул. бул. Сенной, д. 1, кв. 44",+74998094976,81.6,64.0,,,,,40.0,75.0,59.666666666666664,68.7,True
Мясникова Синклитикия Кузьмовна,Ж,2025,очная,История,"к. Москва, ул. бул. Тамбовский, д. 80, кв. 117",88731379716,79.5,67.0,,,70.3,,,77.9,71.73333333333333,72.6,True
Орехов Радислав Модестович,М,2025,очная,История,"ст. Моршанск, ул. пер. Кленовый, д. 326, кв. 107",89841661237,80.8,84.4,,,53.0,64.0,,,67.13333333333334,71.4,True
Пономарев Артемий Ратмирович,М,2025,заочная,Химия,"п. Шереметьево, ул. наб. Розы Люксембург, д. 9/5, кв. 74",+70779433256,93.0,53.7,68.7,,,61.9,,,61.43333333333334,71.4,False
Федорова Анна Никифоровна,Ж,2025,очная,Химия,"г. Светлогорск (Калин.), ул. пер. Рабочий, д. 6/2, кв. 171",+73899499197,78.3,,,76.3,,,65.0,69.1,70.13333333333334,72.8,True
Дмитриева Дарья Баженовна,Ж,2025,заочная,Экономика,"д. Темрюк, ул. ул. Иванова, д. 6/6, кв. 18",+71426203708,79.8,61.9,,,77.5,,,91.7,77.03333333333335,76.3,True
Сергеева Валентина Кирилловна,Ж,2025,очно-заочная,Прикладная математика,"д. Кяхта, ул. наб. Гаражная, д. 3, кв. 87",88211602041,84.9,,54.3,,,,53.9,70.7,59.633333333333326,70.3,False
Игнатова Валерия Гедеоновна,Ж,2025,очная,Экономика,"клх Волгодонск, ул. пр. Томский, д. 48, кв. 133",81359989897,85.2,83.2,,64.1,,57.0,,,68.10000000000001,73.0,True
Алексеев Сергей Елизарович,М,2025,заочная,Информатика и вычислительная техника,"клх Холмогоры, ул. пр. Городской, д. 8/7, кв. 90",+71170889480,85.7,,,60.0,,74.7,,59.8,64.83333333333333,73.8,True
Селиверстов Спиридон Азариевич,М,2025,заочная,Прикладная математика,"ст. Морозовск, ул. пер. Подгорный, д. 1/6, кв. 84",+78644822175,82.4,63.3,,57.8,,,80.2,,67.10000000000001,72.2,False
Аксенов Куприян Титович,М,2025,заочная,Экономика,"клх Элиста, ул. наб. Союзная, д. 4, кв. 197",88397857082,71.7,,61.8,,,,77.5,51.3,63.53333333333334,68.3,True
